A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,samples,K_value
0.104344,1e-5,1e-5,0.659249,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.20144,1e-5,0.034877,NA,NA,NIC207,13
0.225978,1e-5,1e-5,0.733563,5.85e-4,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.039784,1e-5,NA,NA,NIC231,13
0.998118,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.001772,1e-5,1e-5,NA,NA,NIC236,13
0.32248,1e-5,1e-5,0.045926,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.201726,1e-5,0.429778,NA,NA,NIC242,13
1e-5,1e-5,1e-5,1e-5,1e-5,0.714494,1e-5,1e-5,1e-5,0.207507,1e-5,1e-5,0.077899,NA,NA,NIC251,13
0.924913,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.074977,1e-5,1e-5,1e-5,NA,NA,NIC252,13
1e-5,1e-5,1e-5,0.668654,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.139206,1e-5,0.19204,NA,NA,NIC255,13
0.621123,1.4e-5,1e-5,1.1e-5,1e-5,0.378758,1e-5,1e-5,1.4e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC256,13
1e-5,1e-5,1e-5,1e-5,1e-5,0.99988,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC258,13
0.620216,1e-5,1e-5,1e-5,1e-5,0.094621,1e-5,1e-5,1e-5,1e-5,0.156163,1e-5,0.12891,NA,NA,NIC259,13
0.443326,1e-5,1e-5,0.013608,1e-5,0.542966,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC260,13
0.320022,1e-5,1e-5,1e-5,1e-5,0.679868,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC261,13
0.438759,1e-5,1e-5,1e-5,1e-5,0.561131,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC262,13
1e-5,1e-5,1e-5,1e-5,1e-5,0.99988,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC265,13
0.606724,1e-5,1e-5,1e-5,1e-5,0.040359,0.100249,1e-5,1e-5,0.013439,1e-5,1e-5,0.23915,NA,NA,NIC266,13
0.743975,1e-5,0.070377,0.185548,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC267,13
0.473909,1e-5,1e-5,0.017639,1e-5,1e-5,1e-5,1e-5,1e-5,0.194103,1e-5,0.314258,1e-5,NA,NA,NIC268,13
0.854932,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.144958,1e-5,1e-5,NA,NA,NIC269,13
0.589474,1e-5,1.1e-5,1e-5,1e-5,0.410411,1.3e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC271,13
0.995536,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.004354,1e-5,1e-5,NA,NA,NIC272,13
0.99988,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC274,13
0.816066,1e-5,1e-5,0.183824,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC275,13
0.99988,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC276,13
1e-5,1e-5,1e-5,0.23549900000000001,1e-5,1e-5,0.197958,1e-5,1e-5,1e-5,0.561444,1e-5,0.005008,NA,NA,NIC277,13
0.045975,1e-5,0.022291,0.282045,1e-5,1e-5,0.161114,1e-5,1e-5,1e-5,0.488496,1e-5,1e-5,NA,NA,NIC3,13
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999879,1.1e-5,1e-5,NA,NA,NIC501,13
1e-5,1e-5,1e-5,0.664842,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.335048,1e-5,1e-5,NA,NA,NIC511,13
0.99988,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC513,13
0.99988,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC514,13
0.458902,1e-5,1e-5,0.31218,1e-5,0.021775,1.1e-5,1e-5,1e-5,1e-5,0.20705200000000001,1e-5,1e-5,NA,NA,NIC515,13
0.323422,1e-5,1e-5,0.36881,1e-5,1.7e-5,0.02335,1e-5,1e-5,1e-5,0.190072,1e-5,0.094259,NA,NA,NIC522,13
0.349995,1e-5,1e-5,0.462169,1e-5,1e-5,1e-5,1e-5,0.187736,1e-5,1e-5,1e-5,1e-5,NA,NA,NIC523,13
0.324633,1e-5,1e-5,1e-5,1e-5,1e-5,0.647011,1e-5,1e-5,1e-5,0.028255,1e-5,1e-5,NA,NA,NIC526,13
0.17442,1.1e-5,1e-5,1e-5,1e-5,0.003111,0.217274,1e-5,1e-5,1e-5,0.567435,1e-5,0.037679,NA,NA,NIC527,13
0.061892,1e-5,1e-5,0.609024,1e-5,1e-5,0.287344,1e-5,1e-5,1e-5,0.041649,1e-5,1e-5,NA,NA,NIC528,13
0.181141,1e-5,1e-5,0.673639,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.074047,1e-5,0.071083,NA,NA,NIC529,13
1e-5,1e-5,0.179639,0.820251,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,PB303,13
1e-5,1.9e-5,0.841484,1e-5,1e-5,1e-5,1e-5,1e-5,0.158385,1.9e-5,1.2e-5,1e-5,1e-5,NA,NA,PB306,13
1e-5,1e-5,0.477709,1e-5,1e-5,1e-5,1e-5,1e-5,0.522181,1e-5,1e-5,1e-5,1e-5,NA,NA,PS2025,13
1e-5,1e-5,1e-5,0.738493,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.261397,NA,NA,PX179,13
0.093967,1e-5,0.287791,0.180506,1e-5,0.073819,0.265199,1e-5,1e-5,0.050498,1e-5,0.029941,0.018229,NA,NA,QG2075,13
0.368317,1e-5,0.17119500000000001,0.460388,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,QG536,13
1e-5,1e-5,0.340766,0.01652,1e-5,1e-5,1e-5,1e-5,0.642614,1e-5,1e-5,1e-5,1e-5,NA,NA,QG556,13
1e-5,1e-5,0.786013,1e-5,1e-5,1e-5,1e-5,1e-5,0.213877,1e-5,1e-5,1e-5,1e-5,NA,NA,QG557,13
1e-5,0.046166,1e-5,0.514281,1e-5,0.167743,1e-5,1e-5,1e-5,1.8e-5,0.271711,1e-5,1e-5,NA,NA,QW947,13
1e-5,0.99988,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,QX1211,13
1e-5,1e-5,0.939709,1e-5,1e-5,1e-5,2e-5,1e-5,1e-5,0.060169,1e-5,1.2e-5,1e-5,NA,NA,QX1212,13
1e-5,1e-5,0.911982,0.087908,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,QX1233,13
1e-5,1e-5,0.014662,1e-5,1e-5,1e-5,0.164912,1e-5,0.220173,0.496195,1e-5,1e-5,0.103978,NA,NA,QX1791,13
0.11338,1e-5,1e-5,0.201005,1e-5,1e-5,1e-5,1e-5,0.685515,1e-5,1e-5,1e-5,1e-5,NA,NA,QX1792,13
0.077055,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.922835,1e-5,1e-5,1e-5,1e-5,NA,NA,QX1793,13
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99988,1e-5,1e-5,1e-5,1e-5,NA,NA,QX1794,13
1e-5,1e-5,0.007678,0.92258,1e-5,1e-5,0.069642,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,RC301,13
1e-5,1e-5,1e-5,1e-5,1e-5,0.216074,0.783816,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,WN2001,13
0.033387,1e-5,1e-5,0.433817,1e-5,0.082412,0.227897,1e-5,1e-5,1e-5,1e-5,1e-5,0.222406,NA,NA,WN2002,13
1e-5,1e-5,0.048361,0.438231,1e-5,1e-5,0.513308,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,WN2033,13
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.616954,1e-5,0.382936,NA,NA,WN2050,13
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99988,1e-5,1e-5,1e-5,1e-5,NA,NA,XZ1513,13
1e-5,0.999875,1.1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,XZ1514,13
1e-5,0.069596,0.219867,1e-5,1.4e-5,1e-5,1e-5,1e-5,0.710434,1e-5,1e-5,1e-5,1e-5,NA,NA,XZ1515,13
1e-5,0.618606,1e-5,1e-5,1e-5,1e-5,1e-5,0.19879,1e-5,0.182504,1e-5,1e-5,1e-5,NA,NA,XZ1516,13
0.532533,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.454181,1e-5,1e-5,1e-5,0.013195,NA,NA,NA,AB1,12
0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,BRC20067,12
0.244085,1e-5,1e-5,1e-5,1e-5,0.536118,0.109978,1e-5,1e-5,0.061166,1e-5,0.048584,NA,NA,NA,BRC20263,12
1e-5,1.5e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,0.999884,1e-5,1e-5,1.1e-5,1e-5,NA,NA,NA,CB4851,12
0.780185,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.219715,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,CB4852,12
0.211363,1e-5,1e-5,1e-5,1e-5,0.043916,0.744631,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,CB4853,12
0.429404,1e-5,1e-5,1e-5,1e-5,0.570496,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,CB4854,12
0.115689,1e-5,1e-5,1e-5,1e-5,1e-5,0.884211,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,CB4855,12
1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,CB4856,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,CB4857,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,CB4858,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.558374,0.441526,1e-5,1e-5,1e-5,NA,NA,NA,CB4932,12
0.018284,1e-5,1e-5,1e-5,1e-5,0.073464,0.658686,1e-5,1e-5,1e-5,1e-5,0.249486,NA,NA,NA,CX11254,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.878788,1e-5,1e-5,1e-5,0.121112,1e-5,NA,NA,NA,CX11262,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.950209,1e-5,1e-5,1e-5,0.049691,1e-5,NA,NA,NA,CX11264,12
0.132816,1e-5,1e-5,1e-5,1e-5,1e-5,0.434951,1e-5,1e-5,1e-5,1e-5,0.432143,NA,NA,NA,CX11271,12
0.092294,1e-5,1e-5,1e-5,1e-5,1e-5,0.582815,0.008451,1e-5,1e-5,1e-5,0.316359,NA,NA,NA,CX11276,12
1e-5,1e-5,1e-5,1e-5,1e-5,0.02624,0.410325,1e-5,1e-5,1e-5,0.26511,0.298245,NA,NA,NA,CX11285,12
0.080383,1e-5,1e-5,1e-5,1e-5,0.030857,0.88867,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,CX11292,12
0.151308,1e-5,1e-5,1e-5,1e-5,1e-5,0.509842,1e-5,1e-5,1e-5,0.06377,0.275,NA,NA,NA,CX11307,12
1e-5,1e-5,1e-5,1.1e-5,1.1e-5,1e-5,0.999884,1e-5,1.4e-5,1e-5,1e-5,1e-5,NA,NA,NA,CX11314,12
0.050845,1e-5,1e-5,1e-5,1e-5,1e-5,0.949055,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,CX11315,12
0.036484,1e-5,1e-5,1e-5,1e-5,1e-5,0.041097,1e-5,0.922329,1e-5,1e-5,1e-5,NA,NA,NA,DL200,12
0.046296,1e-5,1e-5,1e-5,1e-5,0.029742,0.769861,0.052753,1e-5,1e-5,0.036307,0.064981,NA,NA,NA,DL226,12
1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,DL238,12
1e-5,0.018401,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.981499,1e-5,NA,NA,NA,ECA189,12
1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA191,12
1e-5,1e-5,1e-5,1e-5,1.6e-5,1e-5,1e-5,0.999883,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA252,12
1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA347,12
1e-5,1.5e-5,1e-5,1e-5,1e-5,1e-5,0.437136,1e-5,1e-5,1e-5,0.56276,1e-5,NA,NA,NA,ECA348,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.81622,1e-5,1e-5,1e-5,0.183679,1e-5,NA,NA,NA,ECA349,12
1e-5,1e-5,1.3e-5,1e-5,0.999887,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA36,12
1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA363,12
1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA369,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.947175,0.052725,NA,NA,NA,ECA372,12
1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA396,12
1e-5,1e-5,0.470846,1.4e-5,0.529049,1e-5,1e-5,1e-5,1e-5,1e-5,1.1e-5,1e-5,NA,NA,NA,ECA701,12
1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA703,12
1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999889,1e-5,NA,NA,NA,ECA705,12
1e-5,0.156021,0.843877,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA706,12
1e-5,0.125388,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.874512,1e-5,NA,NA,NA,ECA710,12
1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA712,12
1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA722,12
1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA723,12
1e-5,1e-5,1e-5,1e-5,0.921763,1e-5,0.064031,1e-5,1e-5,1e-5,0.014116,1e-5,NA,NA,NA,ECA724,12
1.5e-5,1e-5,1e-5,1.6e-5,0.999868,1e-5,1.8e-5,1.3e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA730,12
1e-5,1e-5,0.999888,1.2e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA732,12
1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA733,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,NA,NA,NA,ECA738,12
1e-5,1e-5,1.3e-5,1.4e-5,0.999883,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA740,12
1e-5,1e-5,1.4e-5,1e-5,0.999886,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA741,12
1e-5,1e-5,1e-5,1e-5,0.999886,1e-5,1e-5,1e-5,1.4e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA742,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.019238,0.072066,1e-5,0.888213,0.020403,NA,NA,NA,ECA743,12
1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA744,12
1e-5,1e-5,1.7e-5,1e-5,0.999882,1e-5,1e-5,1e-5,1e-5,1e-5,1.1e-5,1e-5,NA,NA,NA,ECA745,12
1.9e-5,1.1e-5,1e-5,1.1e-5,0.999865,1.8e-5,1e-5,1e-5,1.7e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA746,12
1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA760,12
1e-5,0.999889,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA768,12
1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA777,12
1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA778,12
1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA807,12
1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ECA812,12
0.128037,1e-5,1e-5,1e-5,1e-5,1e-5,0.871863,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ED3005,12
0.124658,1e-5,1e-5,1e-5,1e-5,1e-5,0.685772,1e-5,1e-5,1e-5,1e-5,0.18948,NA,NA,NA,ED3011,12
0.268499,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.731401,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ED3012,12
0.495048,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.504852,1e-5,1e-5,1e-5,NA,NA,NA,ED3017,12
0.189623,1e-5,1e-5,1e-5,1e-5,0.540483,1e-5,1e-5,1e-5,1e-5,1e-5,0.269804,NA,NA,NA,ED3040,12
0.275773,1e-5,1e-5,1e-5,1e-5,0.487774,1e-5,1e-5,0.236363,1e-5,1e-5,1e-5,NA,NA,NA,ED3046,12
0.664787,1e-5,1e-5,1e-5,1e-5,0.335113,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ED3048,12
0.266452,1e-5,1e-5,1e-5,1e-5,0.503767,1e-5,1e-5,0.229692,1e-5,1e-5,1e-5,NA,NA,NA,ED3049,12
0.134792,1e-5,1e-5,1e-5,1e-5,0.53561,1e-5,1e-5,1e-5,1e-5,1e-5,0.329509,NA,NA,NA,ED3052,12
0.86237,1e-5,1e-5,1e-5,1e-5,0.13753,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,ED3073,12
0.616034,1e-5,1e-5,1e-5,1e-5,0.339942,1e-5,1e-5,1e-5,0.043933,1e-5,1e-5,NA,NA,NA,ED3077,12
0.656419,1e-5,1e-5,1e-5,1e-5,1e-5,0.070336,0.273155,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,EG4347,12
0.587326,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.290333,1e-5,0.122251,NA,NA,NA,EG4349,12
0.155466,1e-5,1e-5,1e-5,1e-5,0.684344,1e-5,1e-5,0.133921,0.026189,1e-5,1e-5,NA,NA,NA,EG4724,12
0.023317,1e-5,1e-5,0.238664,1e-5,0.672092,1e-5,1e-5,1e-5,1e-5,1e-5,0.065847,NA,NA,NA,EG4725,12
0.397922,1e-5,1e-5,1e-5,1e-5,1e-5,0.539245,0.062743,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,EG4946,12
0.859113,1e-5,1.1e-5,1e-5,1e-5,0.034241,1e-5,1e-5,1e-5,1e-5,1e-5,0.106554,NA,NA,NA,GXW1,12
0.606912,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.158482,0.097735,1e-5,1e-5,0.136791,NA,NA,NA,JT11398,12
0.659004,1.8e-5,1.9e-5,1e-5,1e-5,0.340879,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU1088,12
0.090084,1e-5,1e-5,1e-5,1e-5,1e-5,0.909816,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU1172,12
0.2983,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.7016,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU1200,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.633931,1e-5,0.365969,1e-5,1e-5,NA,NA,NA,JU1212,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.555594,0.444306,1e-5,1e-5,NA,NA,NA,JU1213,12
1.9e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.3e-5,0.999878,1e-5,1e-5,1e-5,NA,NA,NA,JU1242,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.236053,1e-5,0.763847,1e-5,1e-5,NA,NA,NA,JU1246,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU1249,12
0.734648,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.265252,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU1395,12
0.181247,1e-5,1e-5,0.047398,1e-5,0.11011,1e-5,1e-5,0.395134,0.015162,1e-5,0.250889,NA,NA,NA,JU1400,12
0.545976,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.043183,1e-5,1e-5,0.410751,NA,NA,NA,JU1409,12
0.645026,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.039475,0.014936,1e-5,0.300484,NA,NA,NA,JU1440,12
1e-5,1e-5,1e-5,1e-5,1e-5,1.2e-5,1e-5,1.5e-5,1e-5,0.085389,1e-5,0.914505,NA,NA,NA,JU1491,12
0.311857,1.5e-5,1e-5,1e-5,1e-5,1.6e-5,1e-5,1e-5,0.688032,1e-5,1e-5,1e-5,NA,NA,NA,JU1530,12
0.335412,1e-5,1e-5,1e-5,1.1e-5,1e-5,1e-5,0.664487,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU1543,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999886,1e-5,1.4e-5,1e-5,1e-5,NA,NA,NA,JU1568,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,NA,NA,NA,JU1580,12
0.140293,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.142592,0.121579,0.595456,1e-5,1e-5,NA,NA,NA,JU1581,12
0.131272,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.868628,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU1586,12
0.538573,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.287238,1e-5,0.047314,1e-5,0.126795,NA,NA,NA,JU1652,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,NA,NA,NA,JU1666,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.618826,0.381074,1e-5,1e-5,1e-5,NA,NA,NA,JU1792,12
1e-5,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999889,1e-5,1e-5,NA,NA,NA,JU1793,12
0.037447,1e-5,1e-5,1e-5,1e-5,1e-5,0.370406,0.176395,0.415672,1e-5,1e-5,1e-5,NA,NA,NA,JU1808,12
0.331446,1e-5,0.011692,1e-5,1.1e-5,1e-5,1e-5,0.65677,1e-5,1.1e-5,1e-5,1e-5,NA,NA,NA,JU1896,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.036057,0.360689,0.603164,1e-5,1e-5,NA,NA,NA,JU1934,12
1e-5,1e-5,0.197579,1e-5,1e-5,1e-5,1e-5,1e-5,0.556972,1e-5,1e-5,0.245359,NA,NA,NA,JU2001,12
0.521696,1e-5,1e-5,1e-5,1e-5,0.203398,1e-5,1e-5,1e-5,0.274815,1e-5,1e-5,NA,NA,NA,JU2007,12
0.139749,1e-5,1e-5,1e-5,1e-5,1e-5,0.860151,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU2016,12
0.201076,0.005317,0.041298,1e-5,1.1e-5,0.206543,0.418932,0.073422,1e-5,0.015779,0.037593,1e-5,NA,NA,NA,JU2017,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.136146,0.226293,0.637471,1e-5,1e-5,NA,NA,NA,JU2106,12
1e-5,1e-5,1e-5,1e-5,1e-5,0.013918,1e-5,1e-5,0.985982,1e-5,1e-5,1e-5,NA,NA,NA,JU2131,12
1e-5,1e-5,1e-5,1e-5,1e-5,1.6e-5,1e-5,0.154935,0.596712,0.248257,1e-5,1e-5,NA,NA,NA,JU2141,12
0.332228,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.541361,1e-5,1e-5,1e-5,0.126321,NA,NA,NA,JU2234,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.2e-5,0.999887,1.1e-5,1e-5,1e-5,NA,NA,NA,JU2250,12
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999889,1.1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU2257,12
1e-5,1e-5,1e-5,0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU2316,12
0.547517,1e-5,1e-5,1e-5,1e-5,0.287848,1e-5,1e-5,0.03407,0.088743,1e-5,0.041752,NA,NA,NA,JU2464,12
0.99989,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,NA,NA,JU2466,12
