isotype,admix_cluster_k11,max_fraction_admix_cluster_k11,strain,reference_strain,long,lat,state,country
NIC252,J,0.931756,NIC252,1,-28.147949,38.661313,Azores,Portugal
NIC236,J,0.954727,NIC237,0,-9.313417,39.242006,Lisboa,Portugal
NIC236,J,0.954727,NIC236,1,-9.313417,39.242006,Lisboa,Portugal
NIC272,J,0.968573,NIC273,0,-8.756356,39.769459,Leiria District,Portugal
NIC272,J,0.968573,NIC272,1,-8.756356,39.769459,Leiria District,Portugal
NIC514,J,0.999892,NIC514,1,-9.167136,38.776038,Lisbon,Portugal
JU2522,J,0.9999,JU2522,1,-9.1486,38.7175,Lisbon,Portugal
LKC34,J,0.9999,LKC34,1,46,-18,Antananarivo Province,Madagascar
NIC274,J,0.9999,NIC274,1,-8.756356,39.769459,Leiria District,Portugal
NIC276,J,0.9999,NIC276,1,-8.756356,39.769459,Leiria District,Portugal
NIC513,J,0.9999,NIC513,1,-9.167136,38.776038,Lisbon,Portugal
JU3144,K,0.366712,JU3144,1,10.52,6.18,Northwest,Cameroon
QG2075,K,0.386104,QG2075,1,-83.376,33.951,Georgia,United States
JU2879,K,0.416813,JU2879,1,-99.098769,19.29732,Mexico City,Mexico
MY518,K,0.452711,MY518,1,7.611719,51.964154,North Rhine-Westphalia,Germany
WN2033,K,0.504377,WN2035,0,5.694,51.975,Gelderland,Netherlands
WN2033,K,0.504377,WN2039,0,5.694,51.975,Gelderland,Netherlands
WN2033,K,0.504377,WN2033,1,5.694,51.975,Gelderland,Netherlands
JU830,K,0.506807,JU830,1,9.05,48.52,Baden-Württemberg,Germany
JU360,K,0.549732,JU363,0,2.23,48.98,Île-de-France,France
JU360,K,0.549732,JU360,1,2.23,48.98,Île-de-France,France
EG4349,K,0.569544,EG4348,0,-111.87316,40.77167,Utah,United States
EG4349,K,0.569544,EG4349,1,-111.87316,40.771467,Utah,United States
MY2741,K,0.666187,MY2109,0,10.117737,54.346355,Schleswig-Holstein,Germany
MY2741,K,0.666187,MY2692,0,10.11505,54.3491,Schleswig-Holstein,Germany
MY2741,K,0.666187,MY2741,1,10.11505,54.3491,Schleswig-Holstein,Germany
WN2001,K,0.670023,WN2010,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2011,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2013,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2014,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2016,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2017,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2018,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2019,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2020,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2021,0,6.303406,51.954422,Gelderland,Netherlands
WN2001,K,0.670023,WN2001,1,6.303406,51.954422,Gelderland,Netherlands
ED3005,K,0.677598,ED3005,1,-3.36,55.94,Scotland,United Kingdom
ED3005,K,0.677598,ED3021,0,-3.19,55.92,Scotland,United Kingdom
JU1808,K,0.685022,JU1808,1,2.395372,48.81257,Île-de-France,France
JU2587,K,0.791614,JU2587,1,3.872016,45.026713,Auvergne-Rhône-Alpes,France
MY16,K,0.879196,MY16,1,7.57,51.93,Nordrhein-Westfalen,Germany
MY795,K,0.97746,MY538,0,10.117737,54.346355,Schleswig-Holstein,Germany
MY795,K,0.97746,MY795,1,10.117737,54.346355,Schleswig-Holstein,Germany
MY795,K,0.97746,MY2099,0,10.117737,54.346355,Schleswig-Holstein,Germany
JU751,K,0.99253,JU751,1,2.5,48.84,Île-de-France,France
JU2581,K,0.9999,JU2581,1,1.1,46.6,Centre-Val de Loire,France
JU2593,K,0.9999,JU2593,1,2.222334,48.822556,Île-de-France,France
JU2829,K,0.9999,JU2828,0,1.064,46.632,Centre-Val de Loire,France
JU2829,K,0.9999,JU2830,0,1.064,46.632,Centre-Val de Loire,France
JU2829,K,0.9999,JU2829,1,1.064,46.632,Centre-Val de Loire,France
MY18,K,0.9999,MY6,0,7.53,51.96,North Rhine-Westphalia,Germany
MY18,K,0.9999,MY18,1,7.53,51.96,Nordrhein-Westfalen,Germany
