isotype,max_pop_frac,pop_assignment,A,B,C,D,E,F,G,H,I,K,Hawaiian,latitude,longitude,isolation_date,start_date,end_date,nearest_station,station_distance,station_lat,station_lon,mean.temp,sd.temp
MY795,0.97746,K,1e-5,0.02245,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.97746,FALSE,54.346355,10.117737,2011-10-26,2011-04-29,2012-04-23,100465-99999,4.14322686368797,54.367,10.133,9.58229770422957,6.29070929032271
MY920,0.804639,D,1e-5,1e-5,1e-5,0.804639,1e-5,1e-5,1e-5,1e-5,0.195271,1e-5,FALSE,54.346355,10.117737,2012-01-18,2011-07-22,2012-07-16,100465-99999,4.14322686368797,54.367,10.133,9.27755636597614,6.05694615818584
N2,0.9999,B,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,51.45,-2.59,2051-01-01,2018-06-10,2019-06-05,NA,NA,NA,NA,NA,NA
NIC1,0.537592,D,1e-5,1e-5,1e-5,0.537592,1e-5,1e-5,1e-5,1e-5,0.391043,1e-5,FALSE,43.279,5.3543,2008-09-14,2008-03-18,2009-03-13,161150-99999,224.535484101111,44.25,7.8,12.5488978357746,7.94610657074629
NIC1049,0.593461,I,1e-5,0.381514,1e-5,0.024945,1e-5,1e-5,1e-5,1e-5,0.593461,1e-5,FALSE,43.593561,1.45032,2014-10-14,2014-04-17,2015-04-12,162592-99999,505.588654709479,44.547,7.623,13.0354664721118,7.09958941225319
NIC1107,0.794023,B,1e-5,0.794023,1.2e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.205885,1e-5,FALSE,43.716278,7.266935,2014-11-25,2014-05-29,2015-05-24,161150-99999,73.1150409490653,44.25,7.8,13.6554406975139,7.15550156515025
NIC166,0.375155,I,1e-5,0.042248,1e-5,0.351926,1e-5,1e-5,1e-5,1e-5,0.375155,1e-5,FALSE,46.72722,6.89775,2007-07-27,2007-01-28,2008-01-23,160540-99999,115.88867116207,45.733,7.35,10.2989955702045,8.1420703938284
NIC195,0.314001,J,0.240886,0.129079,1e-5,0.01215,1e-5,1e-5,0.274649,1e-5,0.029185,1e-5,FALSE,38.545874,-28.37322,2011-08-22,2011-02-23,2012-02-18,NA,NA,NA,NA,NA,NA
NIC199,0.467578,G,0.133143,1e-5,1e-5,1e-5,1e-5,1e-5,0.467578,1e-5,0.27033,1e-5,FALSE,37.745428,-25.19929,2011-03-09,2010-09-10,2011-09-05,600050-99999,1225.67378871482,28.617,-17.75,21.6458503045547,2.32653935454589
NIC2,0.574788,D,1e-5,0.425122,1e-5,0.574788,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,43.279,5.3543,2008-09-14,2008-03-18,2009-03-13,161150-99999,224.535484101111,44.25,7.8,12.5488978357746,7.94610657074629
NIC207,0.670979,D,1e-5,0.046455,1e-5,0.670979,1e-5,1.1e-5,1e-5,1e-5,0.201677,1e-5,FALSE,43.720505,7.24045,2011-09-21,2011-03-25,2012-03-19,161150-99999,74.0029875816355,44.25,7.8,14.019505148591,8.29039644169109
NIC231,0.760836,D,1e-5,1e-5,1e-5,0.760836,0.045083,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,43.720505,7.24045,2011-11-14,2011-05-18,2012-05-12,161150-99999,74.0029875816355,44.25,7.8,13.6953163263767,8.35062065259986
NIC236,0.954727,J,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.045183,1e-5,FALSE,39.242006,-9.313417,2011-11-26,2011-05-30,2012-05-24,601010-99999,492.280625344724,35.733,-5.9,17.9062442462412,5.62010166556756
NIC242,0.438872,B,1e-5,0.438872,1e-5,0.044505,1e-5,1e-5,1e-5,1e-5,0.205607,1e-5,FALSE,38.691765,-9.31609,2008-08-17,2008-02-19,2009-02-13,601010-99999,446.360403473144,35.733,-5.9,17.7347242863938,4.7970444887321
NIC251,0.699168,G,0.253162,0.04759,1e-5,1e-5,1e-5,1e-5,0.699168,1e-5,1e-5,1e-5,FALSE,38.66621,-28.151364,2012-08-01,2012-02-03,2013-01-28,NA,NA,NA,NA,NA,NA
NIC252,0.931756,J,0.068154,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38.661313,-28.147949,2012-08-01,2012-02-03,2013-01-28,NA,NA,NA,NA,NA,NA
NIC255,0.679449,D,1e-5,0.207636,1e-5,0.679449,1e-5,1e-5,1e-5,1e-5,0.112835,1e-5,FALSE,43.714834,7.266779,2012-11-18,2012-05-22,2013-05-17,161150-99999,73.2528399506264,44.25,7.8,13.5722198690713,8.16726696419157
NIC256,0.641916,G,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.641916,1e-5,1e-5,1e-5,FALSE,38.71829,-9.14875,2012-12-02,2012-06-05,2013-05-31,601010-99999,438.654944817739,35.733,-5.9,17.8446614997235,4.91703679109771
NIC258,0.999897,G,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999897,1e-5,1.3e-5,1e-5,FALSE,38.71829,-9.14875,2012-12-02,2012-06-05,2013-05-31,601010-99999,438.654944817739,35.733,-5.9,17.8446614997235,4.91703679109771
NIC259,0.537535,J,1e-5,0.12168,1e-5,1e-5,1e-5,1e-5,0.175711,1e-5,0.165003,1e-5,FALSE,38.71829,-9.14875,2012-12-02,2012-06-05,2013-05-31,601010-99999,438.654944817739,35.733,-5.9,17.8446614997235,4.91703679109771
NIC260,0.701671,G,1e-5,1e-5,1e-5,0.066757,1.5e-5,1e-5,0.701671,1e-5,1e-5,1e-5,FALSE,38.71829,-9.14875,2012-12-02,2012-06-05,2013-05-31,601010-99999,438.654944817739,35.733,-5.9,17.8446614997235,4.91703679109771
NIC261,0.9999,G,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,FALSE,38.71829,-9.14875,2012-12-02,2012-06-05,2013-05-31,601010-99999,438.654944817739,35.733,-5.9,17.8446614997235,4.91703679109771
NIC262,0.871335,G,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.871335,1e-5,1e-5,1e-5,FALSE,38.71829,-9.14875,2012-12-02,2012-06-05,2013-05-31,601010-99999,438.654944817739,35.733,-5.9,17.8446614997235,4.91703679109771
NIC265,0.999899,G,1e-5,1e-5,1e-5,1.1e-5,1e-5,1e-5,0.999899,1e-5,1e-5,1e-5,FALSE,38.71829,-9.14875,2012-12-02,2012-06-05,2013-05-31,601010-99999,438.654944817739,35.733,-5.9,17.8446614997235,4.91703679109771
NIC266,0.671094,J,0.028665,0.252131,1e-5,1e-5,1e-5,1e-5,0.04804,1e-5,1e-5,1e-5,FALSE,38.69237,-9.31592,2012-12-07,2012-06-10,2013-06-05,601010-99999,446.398882541382,35.733,-5.9,17.8453473343119,4.91770759755919
NIC267,0.785544,J,1e-5,1e-5,1e-5,0.214366,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38.69237,-9.31592,2012-12-07,2012-06-10,2013-06-05,601010-99999,446.398882541382,35.733,-5.9,17.8453473343119,4.91770759755919
NIC268,0.452486,J,0.368281,1e-5,0.049807,1e-5,0.048434,1e-5,1e-5,1e-5,1e-5,0.080932,FALSE,38.69237,-9.31592,2012-12-07,2012-06-10,2013-06-05,601010-99999,446.398882541382,35.733,-5.9,17.8453473343119,4.91770759755919
NIC269,0.836765,J,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.1e-5,0.163144,1e-5,FALSE,38.69237,-9.31592,2012-12-07,2012-06-10,2013-06-05,601010-99999,446.398882541382,35.733,-5.9,17.8453473343119,4.91770759755919
NIC271,0.691917,G,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.691917,1e-5,1e-5,1e-5,FALSE,38.69237,-9.31592,2012-12-07,2012-06-10,2013-06-05,601010-99999,446.398882541382,35.733,-5.9,17.8453473343119,4.91770759755919
NIC272,0.968573,J,1e-5,1e-5,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,0.031337,1e-5,FALSE,39.769459,-8.756356,2012-12-09,2012-06-12,2013-06-07,601010-99999,513.668246192672,35.733,-5.9,17.8314947895646,4.91394693466519
NIC274,0.9999,J,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,39.769459,-8.756356,2012-12-09,2012-06-12,2013-06-07,601010-99999,513.668246192672,35.733,-5.9,17.8314947895646,4.91394693466519
NIC275,0.830526,J,1e-5,1e-5,1e-5,0.169383,1e-5,1e-5,1.1e-5,1e-5,1e-5,1e-5,FALSE,39.769459,-8.756356,2012-12-09,2012-06-12,2013-06-07,601010-99999,513.668246192672,35.733,-5.9,17.8314947895646,4.91394693466519
NIC276,0.9999,J,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,39.769459,-8.756356,2012-12-09,2012-06-12,2013-06-07,601010-99999,513.668246192672,35.733,-5.9,17.8314947895646,4.91394693466519
NIC277,0.604955,I,1e-5,1e-5,1e-5,0.394955,1e-5,1e-5,1e-5,1e-5,0.604955,1e-5,FALSE,43.716441,7.266138,2012-12-15,2012-06-18,2013-06-13,161150-99999,73.1377449490257,44.25,7.8,13.3859236783117,8.04632689718936
NIC3,0.484239,I,1e-5,1e-5,0.021269,0.463088,1e-5,1e-5,1e-5,1e-5,0.484239,0.002347,FALSE,43.3636,5.3215,2008-09-28,2008-04-01,2009-03-27,161150-99999,222.413920373665,44.25,7.8,12.6574815420037,7.92516406450473
NIC501,0.9999,I,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,FALSE,48.77302,2.2675,2013-09-14,2013-03-18,2014-03-13,106070-99999,347.934100024618,49.983,6.7,9.87634400850757,6.75166063201366
NIC511,0.664857,D,1e-5,1e-5,1e-5,0.664857,1e-5,1e-5,1e-5,1e-5,0.335053,1e-5,FALSE,40.8625,14.2623855,2013-11-14,2013-05-18,2014-05-13,162530-99999,26.768265552182,41.061,14.082,16.3063673706948,6.13632316363787
NIC513,0.9999,J,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38.776038,-9.167136,2013-11-30,2013-06-03,2014-05-29,601010-99999,444.508853820744,35.733,-5.9,18.5316726341473,4.87884802606464
NIC514,0.999892,J,1e-5,1e-5,1.8e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,38.776038,-9.167136,2013-11-30,2013-06-03,2014-05-29,601010-99999,444.508853820744,35.733,-5.9,18.5316726341473,4.87884802606464
NIC515,0.417336,J,1e-5,1e-5,1e-5,0.334146,1e-5,1e-5,0.051678,1e-5,0.196771,1e-5,FALSE,38.776775,-9.165884,2013-11-30,2013-06-03,2014-05-29,601010-99999,444.498227224358,35.733,-5.9,18.5316726341473,4.87884802606464
NIC522,0.420282,D,1e-5,0.094386,1e-5,0.420282,1e-5,1e-5,0.050353,1e-5,0.198222,1e-5,FALSE,36.535679,-6.304441,2014-04-01,2013-10-03,2014-09-28,603180-99999,137.051033676148,35.583,-5.333,18.9423252873483,4.8683762919599
NIC523,0.463138,D,1e-5,1e-5,1e-5,0.463138,0.143358,1.4e-5,0.020281,1e-5,1e-5,1e-5,FALSE,36.535679,-6.29831,2014-04-01,2013-10-03,2014-09-28,601010-99999,96.0723508298861,35.733,-5.9,18.1089684220541,4.28876828175832
NIC526,0.327151,J,1e-5,1e-5,1e-5,0.268203,1e-5,1e-5,0.079686,1e-5,0.14343,0.18147,FALSE,36.535679,-6.304441,2014-04-01,2013-10-03,2014-09-28,601010-99999,96.2708870732319,35.733,-5.9,18.1089684220541,4.28876828175832
NIC527,0.624523,I,1e-5,0.027725,1e-5,0.154581,1e-5,1e-5,0.036296,1e-5,0.624523,1e-5,FALSE,36.535679,-6.304441,2014-04-01,2013-10-03,2014-09-28,601010-99999,96.2708870732319,35.733,-5.9,18.1089684220541,4.28876828175832
NIC528,0.762944,D,1e-5,1e-5,1e-5,0.762944,1e-5,1e-5,1e-5,1e-5,0.062372,1e-5,FALSE,36.535679,-6.29831,2014-04-01,2013-10-03,2014-09-28,602650-99999,623.341826151264,30.933,-6.9,20.8609575164749,7.7777634076514
NIC529,0.685008,D,1e-5,0.069957,1e-5,0.685008,1e-5,1e-5,1e-5,1e-5,0.070933,1e-5,FALSE,37.870754,-4.784967,2014-05-01,2013-11-02,2014-10-28,603200-99999,222.590337648304,35.917,-5.35,19.4275714285714,4.99103415033394
PB303,0.87241,D,1e-5,1e-5,0.1275,0.87241,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PB306,0.9999,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PS2025,0.9999,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PX179,0.730226,D,1e-5,0.269674,1e-5,0.730226,1e-5,1e-5,2e-5,1e-5,1e-5,1e-5,FALSE,44.035,-123.058,2001-10-02,2001-04-05,2002-03-31,726930-24221,16.6503489075717,44.117,-123.217,11.0879812452082,5.58306772486864
QG2075,0.386104,K,0.043366,0.007539,0.097807,0.24636,1e-5,1e-5,0.07614,1e-5,1e-5,0.386104,FALSE,33.951,-83.376,2013-02-20,2012-08-24,2013-08-19,722270-13864,105.559338963385,33.917,-84.517,15.633481946649,7.3430925034512
QG536,0.522272,D,1e-5,1e-5,0.089958,0.522272,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,37.7679,-122.4415,2010-12-30,2010-07-03,2011-06-28,724940-23234,17.7479999255939,37.62,-122.39,13.7938051871745,3.59459769981042
QG556,0.860267,C,1e-5,1e-5,0.860267,1e-5,0.139643,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,34.421629,-119.702021,2011-06-27,2010-12-29,2011-12-24,723925-23190,12.9683423377336,34.426,-119.84,14.2009431780265,3.14325419318719
QG557,0.9999,C,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,34.421629,-119.702021,2011-06-27,2010-12-29,2011-12-24,723927-93110,51.7215972712624,34.201,-119.2,15.5614163432899,2.76644325079176
QW947,0.519928,D,1e-5,1e-5,1e-5,0.519928,1e-5,0.048502,0.172277,1e-5,0.259223,1e-5,FALSE,-33.4213,-70.6106,2013-04-12,2012-10-14,2013-10-09,855770-99999,6.85712970900169,-33.433,-70.683,15.195416172009,5.03467358758371
QX1211,0.9999,F,1e-5,1e-5,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,FALSE,37.7502,-122.4331,2007-11-26,2007-05-30,2008-05-24,724940-23234,15.6496951118136,37.62,-122.398,13.3433403279906,3.34662462697185
QX1212,0.806142,C,0.043174,1e-5,0.806142,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.150604,FALSE,37.7502,-122.4331,2007-11-26,2007-05-30,2008-05-24,724940-23234,15.6496951118136,37.62,-122.398,13.3433403279906,3.34662462697185
QX1233,0.855445,C,1e-5,1e-5,0.855445,0.144465,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,37.8804,-122.2838,2007-11-24,2007-05-28,2008-05-22,724930-23230,18.5365765292943,37.755,-122.22,13.4087668931164,3.51880551123517
QX1791,0.559108,A,0.559108,0.107565,0.137053,1e-5,0.061847,1e-5,1e-5,1e-5,1e-5,0.134366,TRUE,20.6344,-156.3935,2011-01-27,2010-07-31,2011-07-26,911900-22516,29.6370877252862,20.902,-156.43,24.0121728663736,1.50175359917377
QX1792,0.617955,E,1e-5,1e-5,1e-5,0.220457,0.617955,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,20.70554,-156.35475,2011-01-28,2010-08-01,2011-07-27,911900-22516,22.8751435945497,20.902,-156.43,24.0109560084393,1.50073681709187
QX1793,0.875683,E,1e-5,1e-5,1e-5,1e-5,0.875683,1e-5,1e-5,1.2e-5,1e-5,1e-5,TRUE,20.70559,-156.35678,2011-01-28,2010-08-01,2011-07-27,911860-22534,91.5869778387957,21.157,-157.09,23.3415049214713,1.91537947621929
QX1794,0.855294,E,1e-5,1e-5,0.10701,0.037616,0.855294,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,20.70559,-156.35678,2011-01-28,2010-08-01,2011-07-27,911900-22516,22.7993706749478,20.902,-156.43,24.0109560084393,1.50073681709187
RC301,0.9999,D,1e-5,1e-5,1e-5,0.9999,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,FALSE,47.99,7.84,1983-01-01,1982-07-05,1983-06-30,108030-99999,1.33915218578616,48,7.85,11.3221654254386,6.97241765467483
WN2001,0.670023,K,0.035989,1e-5,1e-5,1e-5,1e-5,1e-5,0.261792,1e-5,0.032126,0.670023,FALSE,51.954422,6.303406,2008-06-26,2007-12-29,2008-12-23,104040-99999,22.7883387314175,51.733,6.267,10.9283755719234,6.06629319135733
WN2002,0.611919,D,1e-5,0.235821,1e-5,0.611919,1e-5,1e-5,0.148065,1e-5,0.004125,1e-5,FALSE,51.975285,5.694834,2007-11-20,2007-05-24,2008-05-18,104040-99999,47.6442218019057,51.733,6.267,10.7018474138227,6.092819656139
WN2033,0.504377,K,1e-5,1e-5,1e-5,0.495533,1e-5,1e-5,1e-5,1e-5,1e-5,0.504377,FALSE,51.975,5.694,2014-11-05,2014-05-09,2015-05-04,100001-99999,51.748562523629,51.602,6.142,11.6457014193141,6.54829977091689
WN2050,0.60703,I,0.004214,0.388676,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.60703,1e-5,FALSE,51.975,5.717,2014-11-11,2014-05-15,2015-05-10,100001-99999,50.8165014626962,51.602,6.142,11.7058412074946,6.56390807460592
XZ1513,0.843273,E,1e-5,1e-5,0.156637,1e-5,0.843273,1e-5,1e-5,1e-5,1e-5,1e-5,TRUE,22.14787,-159.63105,2014-10-08,2014-04-11,2015-04-06,911620-22501,20.1909918573645,22.033,-159.783,24.4529560808228,2.03519971278027
XZ1514,0.999894,F,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.999894,1e-5,1e-5,1.3e-5,1e-5,TRUE,22.149,-159.668,2014-10-15,2014-04-18,2015-04-13,911620-22501,17.4879698409944,22.033,-159.783,24.4589289163497,2.0313041862353
XZ1515,0.569182,E,1e-5,1e-5,0.334387,1e-5,0.569182,0.096351,1e-5,1e-5,1e-5,1e-5,TRUE,22.149,-159.668,2014-10-15,2014-04-18,2015-04-13,911620-22501,17.4879698409944,22.033,-159.783,24.4589289163497,2.0313041862353
XZ1516,0.624136,F,0.174719,1e-5,1e-5,1e-5,1e-5,0.624136,1e-5,0.201065,1e-5,1e-5,TRUE,22.149,-159.668,2014-10-15,2014-04-18,2015-04-13,911620-22501,17.4879698409944,22.033,-159.783,24.4589289163497,2.0313041862353
