cluster,frac_cluster,max_frac,isotypes
F,1e-5,0.9999,NIC513
F,1e-5,0.9999,PB306
F,1e-5,0.9999,PS2025
F,1e-5,0.9999,QG557
F,0.9999,0.9999,QX1211
F,1e-5,0.9999,RC301
G,0.274649,0.314001,NIC195
G,0.079686,0.327151,NIC526
G,1e-5,0.335005,ED3011
G,0.351847,0.351847,JU258
G,1e-5,0.366712,JU3144
G,1e-5,0.375155,NIC166
G,1e-5,0.377106,JU2478
G,1e-5,0.379173,JU2853
G,0.045369,0.38002,JU1400
G,0.07614,0.386104,QG2075
G,1e-5,0.40346,JU2017
G,1e-5,0.41168,JU3137
G,1e-5,0.416813,JU2879
G,0.051678,0.417336,NIC515
G,0.050353,0.420282,NIC522
G,0.030298,0.426445,JU2862
G,1e-5,0.430619,JU323
G,1e-5,0.438872,NIC242
G,1e-5,0.441877,CX11271
G,1e-5,0.452486,NIC268
G,1e-5,0.452711,MY518
G,0.164015,0.454041,JU2811
G,1e-5,0.456677,JU3125
G,0.020281,0.463138,NIC523
G,1e-5,0.467065,JU2800
G,0.467578,0.467578,NIC199
G,1e-5,0.484239,NIC3
G,1e-5,0.490751,MY2147
G,1e-5,0.493992,BRC20263
G,1e-5,0.494246,ED3046
G,1e-5,0.502314,JU2007
G,1e-5,0.502642,ED3049
G,1e-5,0.504377,WN2033
G,1e-5,0.505091,JU642
G,1.6e-5,0.506807,JU830
G,1e-5,0.507458,JU346
G,1e-5,0.509916,MY2453
G,1e-5,0.510437,MY23
G,0.172277,0.519928,QW947
G,1.3e-5,0.520035,JU2907
G,1e-5,0.520081,JU2906
G,1e-5,0.522272,QG536
G,1e-5,0.524188,JU2001
G,1e-5,0.533478,CB4854
G,0.175711,0.537535,NIC259
G,1e-5,0.537592,NIC1
G,1e-5,0.540785,ED3017
G,1e-5,0.542414,JU2578
G,1e-5,0.542764,AB1
G,1e-5,0.547199,JU2838
G,1e-5,0.549732,JU360
G,0.044068,0.551605,JU2234
G,1e-5,0.553552,JU2534
G,1e-5,0.554878,JU2576
G,1e-5,0.559108,QX1791
G,1e-5,0.566412,JU847
G,1e-5,0.569182,XZ1515
G,0.014195,0.569544,EG4349
G,1e-5,0.569549,EG4946
G,1e-5,0.574788,NIC2
G,1e-5,0.582604,JU1530
G,0.079329,0.582993,JU1652
G,1e-5,0.587041,JU310
G,1e-5,0.58748,ECA701
G,1e-5,0.591298,CX11276
G,0.282191,0.593241,EG4725
G,1e-5,0.593461,NIC1049
G,0.038083,0.59957,CX11307
G,1e-5,0.604814,CB4932
G,1e-5,0.604955,NIC277
G,1e-5,0.605505,JU2841
G,1e-5,0.60703,WN2050
G,1e-5,0.60954,JU3127
G,0.148065,0.611919,WN2002
G,1e-5,0.617716,JU2878
G,1e-5,0.617955,QX1792
G,0.302755,0.624069,MY10
G,1e-5,0.624136,XZ1516
G,0.036296,0.624523,NIC527
G,1e-5,0.626128,JU2464
G,1e-5,0.6276,KR314
G,1e-5,0.632621,MY1
G,1e-5,0.635893,JU1491
G,0.641916,0.641916,NIC256
G,1e-5,0.644812,JU1409
G,1e-5,0.64855,EG4724
G,1e-5,0.648635,JU440
G,1e-5,0.65206,JU1543
G,1e-5,0.653356,JU774
G,1e-5,0.654548,JU1896
G,0.112716,0.655669,JU2586
G,1e-5,0.656296,CX11254
G,1e-5,0.65758,JU1581
G,1e-5,0.659791,MY2573
G,1e-5,0.662305,CX11285
G,1e-5,0.664857,NIC511
G,1e-5,0.666187,MY2741
G,0.66968,0.66968,JU782
G,0.261792,0.670023,WN2001
G,1e-5,0.670979,NIC207
G,0.04804,0.671094,NIC266
G,1e-5,0.674056,JU2619
G,1e-5,0.675313,EG4347
G,1e-5,0.677598,ED3005
G,1e-5,0.679449,NIC255
G,1e-5,0.679556,ED3048
G,1e-5,0.682998,JU1200
G,1e-5,0.685008,NIC529
G,1e-5,0.685022,JU1808
G,1e-5,0.686517,JU2016
G,1e-5,0.687095,JU1440
G,1e-5,0.689435,JU1792
G,1e-5,0.690335,JT11398
G,0.691917,0.691917,NIC271
G,1e-5,0.692965,CB4853
G,0.699168,0.699168,NIC251
G,0.701671,0.701671,NIC260
G,1e-5,0.707546,MY772
G,1e-5,0.709448,JU2572
G,0.713829,0.713829,JU2519
G,1e-5,0.720652,ECA738
G,1e-5,0.72135,ED3012
G,1e-5,0.721979,ED3040
G,1e-5,0.722598,DL226
G,1e-5,0.725328,JU1212
G,1e-5,0.727048,CX11292
G,1e-5,0.730147,MY2212
G,2e-5,0.730226,PX179
G,1e-5,0.736236,DL200
G,1e-5,0.746648,JU1395
G,1e-5,0.74927,ED3052
G,1e-5,0.749686,JU1246
G,0.002367,0.75534,ED3077
G,1e-5,0.756458,MY2535
G,0.012627,0.758862,JU3128
G,1e-5,0.760836,NIC231
G,1e-5,0.762944,NIC528
G,1e-5,0.76489,JU3134
G,1e-5,0.765549,JU1172
G,1e-5,0.766152,ECA372
G,1e-5,0.770245,JU2566
G,1e-5,0.780312,JU2141
G,1e-5,0.780637,MY2530
G,1e-5,0.78102,JU1088
G,1e-5,0.782558,JU311
G,1e-5,0.785544,NIC267
G,1e-5,0.785725,JU561
G,1e-5,0.7884,JU397
G,1e-5,0.791614,JU2587
G,1e-5,0.792139,CB4852
G,1e-5,0.794023,NIC1107
G,1e-5,0.804639,MY920
G,1e-5,0.806142,QX1212
G,1e-5,0.809122,MY679
G,1e-5,0.815787,CB4855
G,0.022935,0.816724,JU2592
G,1.1e-5,0.830526,NIC275
G,1e-5,0.831556,JU2131
G,1e-5,0.83492,JU2575
G,1e-5,0.836765,NIC269
G,1e-5,0.840683,JU393
G,1e-5,0.842304,ECA189
G,1e-5,0.843273,XZ1513
G,1e-5,0.84473,ECA743
G,1e-5,0.845197,JU2106
G,1e-5,0.855294,QX1794
G,1e-5,0.855445,QX1233
G,1e-5,0.855784,CX11315
G,1e-5,0.856741,ECA706
G,1e-5,0.860267,QG556
G,1e-5,0.861778,JU1586
G,1e-5,0.865712,JU2513
G,0.871335,0.871335,NIC262
G,1e-5,0.87241,PB303
G,1e-5,0.875683,QX1793
G,1e-5,0.879196,MY16
G,1e-5,0.897654,JU1934
G,1e-5,0.909434,GXW1
G,0.032413,0.912188,JU778
G,1e-5,0.928485,ECA710
G,1e-5,0.931756,NIC252
G,1e-5,0.934359,ED3073
G,1e-5,0.945253,JU367
G,1e-5,0.954727,NIC236
G,1e-5,0.960228,MY2693
G,1e-5,0.968573,NIC272
G,1e-5,0.976914,JU1666
G,1e-5,0.97746,MY795
G,1.3e-5,0.991476,ECA724
G,1e-5,0.99253,JU751
G,1e-5,0.996153,JU2610
G,1e-5,0.997591,JU2600
G,1e-5,0.999881,ECA742
G,1e-5,0.999884,ECA723
G,1e-5,0.999887,JU3140
G,1e-5,0.999888,ECA36
G,1e-5,0.999889,JU2570
G,1e-5,0.999892,JU2250
G,1e-5,0.999892,JU3135
G,1e-5,0.999892,NIC514
G,1e-5,0.999894,XZ1514
G,1e-5,0.999895,ECA740
G,1e-5,0.999896,ECA777
G,1e-5,0.999896,ECA778
G,1e-5,0.999897,JU792
G,1.3e-5,0.999897,MY2585
G,0.999897,0.999897,NIC258
G,1e-5,0.999898,DL238
G,1e-5,0.999898,ECA741
G,1e-5,0.999898,ECA745
G,1e-5,0.999899,BRC20067
G,1e-5,0.999899,CB4857
G,1e-5,0.999899,ECA768
G,1e-5,0.999899,ECA812
G,0.999899,0.999899,JU2316
G,0.999899,0.999899,JU2526
G,1.1e-5,0.999899,MY2713
G,0.999899,0.999899,NIC265
G,1e-5,0.9999,CB4851
G,1e-5,0.9999,CB4856
G,1e-5,0.9999,CB4858
G,1e-5,0.9999,CX11262
G,1e-5,0.9999,CX11264
G,1e-5,0.9999,CX11314
G,1e-5,0.9999,ECA191
G,1e-5,0.9999,ECA252
G,1e-5,0.9999,ECA347
G,1e-5,0.9999,ECA348
G,1e-5,0.9999,ECA349
G,1e-5,0.9999,ECA363
G,1e-5,0.9999,ECA369
G,1e-5,0.9999,ECA396
G,1e-5,0.9999,ECA703
G,1e-5,0.9999,ECA705
G,1e-5,0.9999,ECA712
G,1e-5,0.9999,ECA722
G,1e-5,0.9999,ECA730
G,1e-5,0.9999,ECA732
G,1e-5,0.9999,ECA733
G,1e-5,0.9999,ECA744
G,1e-5,0.9999,ECA746
G,1e-5,0.9999,ECA760
G,1e-5,0.9999,ECA807
G,1e-5,0.9999,JU1213
G,1e-5,0.9999,JU1242
G,1e-5,0.9999,JU1249
G,1e-5,0.9999,JU1568
G,1e-5,0.9999,JU1580
G,1e-5,0.9999,JU1793
G,1e-5,0.9999,JU2257
G,1e-5,0.9999,JU2466
G,1e-5,0.9999,JU2522
G,1e-5,0.9999,JU2565
G,1e-5,0.9999,JU2581
G,1e-5,0.9999,JU2593
G,1e-5,0.9999,JU2825
G,1e-5,0.9999,JU2829
G,1e-5,0.9999,JU2866
G,1e-5,0.9999,JU3132
G,1e-5,0.9999,JU394
G,1e-5,0.9999,JU406
G,0.9999,0.9999,JU775
G,1e-5,0.9999,LKC34
G,1e-5,0.9999,LSJ1
G,1e-5,0.9999,MY18
G,1e-5,0.9999,N2
G,0.9999,0.9999,NIC261
G,1e-5,0.9999,NIC274
G,1e-5,0.9999,NIC276
G,1e-5,0.9999,NIC501
G,1e-5,0.9999,NIC513
G,1e-5,0.9999,PB306
G,1e-5,0.9999,PS2025
G,1e-5,0.9999,QG557
G,1e-5,0.9999,QX1211
G,1e-5,0.9999,RC301
H,1e-5,0.314001,NIC195
H,1e-5,0.327151,NIC526
H,1e-5,0.335005,ED3011
H,1e-5,0.351847,JU258
H,1e-5,0.366712,JU3144
H,1e-5,0.375155,NIC166
H,1e-5,0.377106,JU2478
H,1e-5,0.379173,JU2853
H,1e-5,0.38002,JU1400
H,1e-5,0.386104,QG2075
H,1e-5,0.40346,JU2017
H,1e-5,0.41168,JU3137
H,1e-5,0.416813,JU2879
H,1e-5,0.417336,NIC515
H,1e-5,0.420282,NIC522
H,1e-5,0.426445,JU2862
H,1e-5,0.430619,JU323
H,1e-5,0.438872,NIC242
H,1e-5,0.441877,CX11271
H,1e-5,0.452486,NIC268
H,1e-5,0.452711,MY518
H,1.4e-5,0.454041,JU2811
H,1e-5,0.456677,JU3125
H,1e-5,0.463138,NIC523
H,1e-5,0.467065,JU2800
H,1e-5,0.467578,NIC199
H,1e-5,0.484239,NIC3
H,1e-5,0.490751,MY2147
H,1e-5,0.493992,BRC20263
H,1e-5,0.494246,ED3046
H,1e-5,0.502314,JU2007
H,1e-5,0.502642,ED3049
H,1e-5,0.504377,WN2033
H,1e-5,0.505091,JU642
H,1e-5,0.506807,JU830
H,1e-5,0.507458,JU346
H,1e-5,0.509916,MY2453
H,1e-5,0.510437,MY23
H,1e-5,0.519928,QW947
H,1e-5,0.520035,JU2907
H,1e-5,0.520081,JU2906
H,1e-5,0.522272,QG536
H,1e-5,0.524188,JU2001
H,1e-5,0.533478,CB4854
H,1e-5,0.537535,NIC259
H,1e-5,0.537592,NIC1
H,1e-5,0.540785,ED3017
H,1e-5,0.542414,JU2578
H,1e-5,0.542764,AB1
H,1e-5,0.547199,JU2838
H,1e-5,0.549732,JU360
H,1e-5,0.551605,JU2234
H,1e-5,0.553552,JU2534
H,1e-5,0.554878,JU2576
H,1e-5,0.559108,QX1791
H,1e-5,0.566412,JU847
H,1e-5,0.569182,XZ1515
H,1e-5,0.569544,EG4349
H,1.1e-5,0.569549,EG4946
H,1e-5,0.574788,NIC2
H,1e-5,0.582604,JU1530
H,1e-5,0.582993,JU1652
H,1e-5,0.587041,JU310
H,0.161626,0.58748,ECA701
H,1e-5,0.591298,CX11276
H,1e-5,0.593241,EG4725
H,1e-5,0.593461,NIC1049
H,1e-5,0.59957,CX11307
H,1.1e-5,0.604814,CB4932
H,1e-5,0.604955,NIC277
H,1e-5,0.605505,JU2841
H,1e-5,0.60703,WN2050
H,1e-5,0.60954,JU3127
H,1e-5,0.611919,WN2002
H,1e-5,0.617716,JU2878
H,1e-5,0.617955,QX1792
H,1e-5,0.624069,MY10
H,0.201065,0.624136,XZ1516
H,1e-5,0.624523,NIC527
H,1e-5,0.626128,JU2464
H,1e-5,0.6276,KR314
H,1e-5,0.632621,MY1
H,1e-5,0.635893,JU1491
H,1e-5,0.641916,NIC256
H,1e-5,0.644812,JU1409
H,1e-5,0.64855,EG4724
H,1e-5,0.648635,JU440
H,1e-5,0.65206,JU1543
H,1e-5,0.653356,JU774
H,1e-5,0.654548,JU1896
H,1e-5,0.655669,JU2586
H,1e-5,0.656296,CX11254
H,1e-5,0.65758,JU1581
H,1e-5,0.659791,MY2573
H,1e-5,0.662305,CX11285
H,1e-5,0.664857,NIC511
H,1e-5,0.666187,MY2741
H,1e-5,0.66968,JU782
H,1e-5,0.670023,WN2001
H,1e-5,0.670979,NIC207
H,1e-5,0.671094,NIC266
H,1e-5,0.674056,JU2619
H,1e-5,0.675313,EG4347
H,1e-5,0.677598,ED3005
H,1e-5,0.679449,NIC255
H,1e-5,0.679556,ED3048
H,1e-5,0.682998,JU1200
H,1e-5,0.685008,NIC529
H,1e-5,0.685022,JU1808
H,1e-5,0.686517,JU2016
H,1e-5,0.687095,JU1440
H,1e-5,0.689435,JU1792
H,1e-5,0.690335,JT11398
H,1e-5,0.691917,NIC271
H,1e-5,0.692965,CB4853
H,1e-5,0.699168,NIC251
H,1e-5,0.701671,NIC260
H,1e-5,0.707546,MY772
H,1e-5,0.709448,JU2572
H,1e-5,0.713829,JU2519
H,1e-5,0.720652,ECA738
H,1e-5,0.72135,ED3012
H,1e-5,0.721979,ED3040
H,2e-5,0.722598,DL226
H,1e-5,0.725328,JU1212
H,1e-5,0.727048,CX11292
H,1e-5,0.730147,MY2212
H,1e-5,0.730226,PX179
H,1e-5,0.736236,DL200
H,1.2e-5,0.746648,JU1395
H,1e-5,0.74927,ED3052
H,1e-5,0.749686,JU1246
H,1e-5,0.75534,ED3077
H,1e-5,0.756458,MY2535
H,1e-5,0.758862,JU3128
H,1e-5,0.760836,NIC231
H,1e-5,0.762944,NIC528
H,1e-5,0.76489,JU3134
H,1e-5,0.765549,JU1172
H,1e-5,0.766152,ECA372
H,1e-5,0.770245,JU2566
H,1e-5,0.780312,JU2141
H,1e-5,0.780637,MY2530
H,1e-5,0.78102,JU1088
H,1e-5,0.782558,JU311
H,1e-5,0.785544,NIC267
H,1e-5,0.785725,JU561
H,1e-5,0.7884,JU397
H,1e-5,0.791614,JU2587
H,1e-5,0.792139,CB4852
H,1e-5,0.794023,NIC1107
H,1e-5,0.804639,MY920
H,1e-5,0.806142,QX1212
H,1e-5,0.809122,MY679
H,1e-5,0.815787,CB4855
H,1e-5,0.816724,JU2592
H,1e-5,0.830526,NIC275
H,1e-5,0.831556,JU2131
H,1.3e-5,0.83492,JU2575
H,1.1e-5,0.836765,NIC269
H,1e-5,0.840683,JU393
H,1e-5,0.842304,ECA189
H,1e-5,0.843273,XZ1513
H,1e-5,0.84473,ECA743
H,1e-5,0.845197,JU2106
H,1e-5,0.855294,QX1794
H,1e-5,0.855445,QX1233
H,1e-5,0.855784,CX11315
H,1.6e-5,0.856741,ECA706
H,1e-5,0.860267,QG556
H,1e-5,0.861778,JU1586
H,1e-5,0.865712,JU2513
H,1e-5,0.871335,NIC262
H,1e-5,0.87241,PB303
H,1.2e-5,0.875683,QX1793
H,1e-5,0.879196,MY16
H,1e-5,0.897654,JU1934
H,1e-5,0.909434,GXW1
H,1e-5,0.912188,JU778
H,1e-5,0.928485,ECA710
H,1e-5,0.931756,NIC252
H,1e-5,0.934359,ED3073
H,1e-5,0.945253,JU367
H,1e-5,0.954727,NIC236
H,1e-5,0.960228,MY2693
H,1e-5,0.968573,NIC272
H,1e-5,0.976914,JU1666
H,1e-5,0.97746,MY795
H,1e-5,0.991476,ECA724
H,1e-5,0.99253,JU751
H,1e-5,0.996153,JU2610
H,1e-5,0.997591,JU2600
H,1.6e-5,0.999881,ECA742
H,0.999884,0.999884,ECA723
H,1e-5,0.999887,JU3140
H,1e-5,0.999888,ECA36
H,1e-5,0.999889,JU2570
H,1e-5,0.999892,JU2250
H,1e-5,0.999892,JU3135
H,1e-5,0.999892,NIC514
H,1e-5,0.999894,XZ1514
H,1e-5,0.999895,ECA740
H,1e-5,0.999896,ECA777
H,1e-5,0.999896,ECA778
H,1e-5,0.999897,JU792
H,1e-5,0.999897,MY2585
H,1e-5,0.999897,NIC258
H,1e-5,0.999898,DL238
H,1.2e-5,0.999898,ECA741
H,0.999898,0.999898,ECA745
H,1e-5,0.999899,BRC20067
H,1e-5,0.999899,CB4857
H,1e-5,0.999899,ECA768
H,1.1e-5,0.999899,ECA812
H,1e-5,0.999899,JU2316
H,1e-5,0.999899,JU2526
H,1e-5,0.999899,MY2713
H,1e-5,0.999899,NIC265
H,1e-5,0.9999,CB4851
H,1e-5,0.9999,CB4856
H,1e-5,0.9999,CB4858
H,1e-5,0.9999,CX11262
H,1e-5,0.9999,CX11264
H,1e-5,0.9999,CX11314
H,0.9999,0.9999,ECA191
H,1e-5,0.9999,ECA252
H,1e-5,0.9999,ECA347
H,1e-5,0.9999,ECA348
H,1e-5,0.9999,ECA349
H,1e-5,0.9999,ECA363
H,1e-5,0.9999,ECA369
H,0.9999,0.9999,ECA396
H,1e-5,0.9999,ECA703
H,1e-5,0.9999,ECA705
H,1e-5,0.9999,ECA712
H,0.9999,0.9999,ECA722
H,0.9999,0.9999,ECA730
H,1e-5,0.9999,ECA732
H,1e-5,0.9999,ECA733
H,0.9999,0.9999,ECA744
H,0.9999,0.9999,ECA746
H,1e-5,0.9999,ECA760
H,1e-5,0.9999,ECA807
H,1e-5,0.9999,JU1213
H,1e-5,0.9999,JU1242
H,1e-5,0.9999,JU1249
H,1e-5,0.9999,JU1568
H,1e-5,0.9999,JU1580
H,1e-5,0.9999,JU1793
H,1e-5,0.9999,JU2257
H,1e-5,0.9999,JU2466
H,1e-5,0.9999,JU2522
H,1e-5,0.9999,JU2565
H,1e-5,0.9999,JU2581
H,1e-5,0.9999,JU2593
H,1e-5,0.9999,JU2825
H,1e-5,0.9999,JU2829
H,1e-5,0.9999,JU2866
H,1e-5,0.9999,JU3132
H,1e-5,0.9999,JU394
H,1e-5,0.9999,JU406
H,1e-5,0.9999,JU775
H,1e-5,0.9999,LKC34
H,1e-5,0.9999,LSJ1
H,1e-5,0.9999,MY18
H,1e-5,0.9999,N2
H,1e-5,0.9999,NIC261
H,1e-5,0.9999,NIC274
H,1e-5,0.9999,NIC276
H,1e-5,0.9999,NIC501
H,1e-5,0.9999,NIC513
H,1e-5,0.9999,PB306
H,1e-5,0.9999,PS2025
H,1e-5,0.9999,QG557
H,1e-5,0.9999,QX1211
H,1e-5,0.9999,RC301
I,0.029185,0.314001,NIC195
I,0.14343,0.327151,NIC526
I,1e-5,0.335005,ED3011
I,0.097688,0.351847,JU258
I,0.109345,0.366712,JU3144
I,0.375155,0.375155,NIC166
I,0.377106,0.377106,JU2478
I,1e-5,0.379173,JU2853
I,0.370459,0.38002,JU1400
I,1e-5,0.386104,QG2075
I,1e-5,0.40346,JU2017
I,0.290968,0.41168,JU3137
I,1e-5,0.416813,JU2879
I,0.196771,0.417336,NIC515
I,0.198222,0.420282,NIC522
I,0.135274,0.426445,JU2862
I,0.430619,0.430619,JU323
I,0.205607,0.438872,NIC242
I,1e-5,0.441877,CX11271
I,1e-5,0.452486,NIC268
I,1e-5,0.452711,MY518
I,1e-5,0.454041,JU2811
I,1e-5,0.456677,JU3125
I,1e-5,0.463138,NIC523
I,0.372911,0.467065,JU2800
I,0.27033,0.467578,NIC199
I,0.484239,0.484239,NIC3
I,0.412577,0.490751,MY2147
I,1e-5,0.493992,BRC20263
I,0.1527,0.494246,ED3046
I,0.182837,0.502314,JU2007
I,0.148789,0.502642,ED3049
I,1e-5,0.504377,WN2033
I,0.264312,0.505091,JU642
I,1e-5,0.506807,JU830
I,0.492452,0.507458,JU346
I,0.235805,0.509916,MY2453
I,1e-5,0.510437,MY23
I,0.259223,0.519928,QW947
I,1e-5,0.520035,JU2907
I,0.264353,0.520081,JU2906
I,1e-5,0.522272,QG536
I,0.524188,0.524188,JU2001
I,1e-5,0.533478,CB4854
I,0.165003,0.537535,NIC259
I,0.391043,0.537592,NIC1
I,0.459125,0.540785,ED3017
I,1e-5,0.542414,JU2578
I,1e-5,0.542764,AB1
I,1e-5,0.547199,JU2838
I,0.064104,0.549732,JU360
I,1e-5,0.551605,JU2234
I,0.446358,0.553552,JU2534
I,0.554878,0.554878,JU2576
I,1e-5,0.559108,QX1791
I,0.566412,0.566412,JU847
I,1e-5,0.569182,XZ1515
I,0.193368,0.569544,EG4349
I,1e-5,0.569549,EG4946
I,1e-5,0.574788,NIC2
I,0.582604,0.582604,JU1530
I,1e-5,0.582993,JU1652
I,0.587041,0.587041,JU310
I,1e-5,0.58748,ECA701
I,0.009696,0.591298,CX11276
I,1e-5,0.593241,EG4725
I,0.593461,0.593461,NIC1049
I,0.070271,0.59957,CX11307
I,0.395086,0.604814,CB4932
I,0.604955,0.604955,NIC277
I,0.303132,0.605505,JU2841
I,0.60703,0.60703,WN2050
I,1e-5,0.60954,JU3127
I,0.004125,0.611919,WN2002
I,1e-5,0.617716,JU2878
I,1e-5,0.617955,QX1792
I,0.036305,0.624069,MY10
I,1e-5,0.624136,XZ1516
I,0.624523,0.624523,NIC527
I,0.144591,0.626128,JU2464
I,0.02339,0.6276,KR314
I,1e-5,0.632621,MY1
I,0.364017,0.635893,JU1491
I,1e-5,0.641916,NIC256
I,0.152121,0.644812,JU1409
I,0.124086,0.64855,EG4724
I,0.145959,0.648635,JU440
I,1e-5,0.65206,JU1543
I,1e-5,0.653356,JU774
I,1e-5,0.654548,JU1896
I,0.077208,0.655669,JU2586
I,1e-5,0.656296,CX11254
I,0.65758,0.65758,JU1581
I,0.659791,0.659791,MY2573
I,1e-5,0.662305,CX11285
I,0.335053,0.664857,NIC511
I,1e-5,0.666187,MY2741
I,1e-5,0.66968,JU782
I,0.032126,0.670023,WN2001
I,0.201677,0.670979,NIC207
I,1e-5,0.671094,NIC266
I,1e-5,0.674056,JU2619
I,1e-5,0.675313,EG4347
I,1e-5,0.677598,ED3005
I,0.112835,0.679449,NIC255
I,1e-5,0.679556,ED3048
I,1e-5,0.682998,JU1200
I,0.070933,0.685008,NIC529
I,0.179676,0.685022,JU1808
I,1e-5,0.686517,JU2016
I,0.18064,0.687095,JU1440
I,0.310475,0.689435,JU1792
I,0.110807,0.690335,JT11398
I,1e-5,0.691917,NIC271
I,1e-5,0.692965,CB4853
I,1e-5,0.699168,NIC251
I,1e-5,0.701671,NIC260
I,0.707546,0.707546,MY772
I,0.290462,0.709448,JU2572
I,1e-5,0.713829,JU2519
I,1e-5,0.720652,ECA738
I,1e-5,0.72135,ED3012
I,1e-5,0.721979,ED3040
I,1e-5,0.722598,DL226
I,0.188922,0.725328,JU1212
I,1e-5,0.727048,CX11292
I,0.122791,0.730147,MY2212
I,1e-5,0.730226,PX179
I,0.736236,0.736236,DL200
I,1e-5,0.746648,JU1395
I,1e-5,0.74927,ED3052
I,0.749686,0.749686,JU1246
I,0.034257,0.75534,ED3077
I,0.072714,0.756458,MY2535
I,0.225733,0.758862,JU3128
I,1e-5,0.760836,NIC231
I,0.062372,0.762944,NIC528
I,0.133263,0.76489,JU3134
I,1e-5,0.765549,JU1172
I,1e-5,0.766152,ECA372
I,0.115773,0.770245,JU2566
I,0.780312,0.780312,JU2141
I,0.179515,0.780637,MY2530
I,1e-5,0.78102,JU1088
I,0.140303,0.782558,JU311
I,1e-5,0.785544,NIC267
I,0.019826,0.785725,JU561
I,0.7884,0.7884,JU397
I,0.095606,0.791614,JU2587
I,1e-5,0.792139,CB4852
I,0.205885,0.794023,NIC1107
I,0.195271,0.804639,MY920
I,1e-5,0.806142,QX1212
I,1e-5,0.809122,MY679
I,1e-5,0.815787,CB4855
I,0.091148,0.816724,JU2592
I,1e-5,0.830526,NIC275
I,0.831556,0.831556,JU2131
I,0.164982,0.83492,JU2575
I,0.163144,0.836765,NIC269
I,0.840683,0.840683,JU393
I,1e-5,0.842304,ECA189
I,1e-5,0.843273,XZ1513
I,0.032585,0.84473,ECA743
I,0.845197,0.845197,JU2106
I,1e-5,0.855294,QX1794
I,1e-5,0.855445,QX1233
I,1e-5,0.855784,CX11315
I,1e-5,0.856741,ECA706
I,1e-5,0.860267,QG556
I,1e-5,0.861778,JU1586
I,0.020539,0.865712,JU2513
I,1e-5,0.871335,NIC262
I,1e-5,0.87241,PB303
I,1e-5,0.875683,QX1793
I,1e-5,0.879196,MY16
I,0.897654,0.897654,JU1934
I,1e-5,0.909434,GXW1
I,1e-5,0.912188,JU778
I,1e-5,0.928485,ECA710
I,1e-5,0.931756,NIC252
I,1e-5,0.934359,ED3073
I,1e-5,0.945253,JU367
I,0.045183,0.954727,NIC236
I,1e-5,0.960228,MY2693
I,0.031337,0.968573,NIC272
I,0.976914,0.976914,JU1666
I,1e-5,0.97746,MY795
I,1e-5,0.991476,ECA724
I,1e-5,0.99253,JU751
I,0.996153,0.996153,JU2610
I,0.997591,0.997591,JU2600
I,1e-5,0.999881,ECA742
I,1.7e-5,0.999884,ECA723
I,0.999887,0.999887,JU3140
I,1e-5,0.999888,ECA36
I,0.999889,0.999889,JU2570
I,0.999892,0.999892,JU2250
I,1e-5,0.999892,JU3135
I,1e-5,0.999892,NIC514
I,1.3e-5,0.999894,XZ1514
I,1.5e-5,0.999895,ECA740
I,1.4e-5,0.999896,ECA777
I,1.4e-5,0.999896,ECA778
I,0.999897,0.999897,JU792
I,1e-5,0.999897,MY2585
I,1.3e-5,0.999897,NIC258
I,1.2e-5,0.999898,DL238
I,1e-5,0.999898,ECA741
I,1e-5,0.999898,ECA745
I,1.1e-5,0.999899,BRC20067
I,1e-5,0.999899,CB4857
I,1e-5,0.999899,ECA768
I,1e-5,0.999899,ECA812
I,1.1e-5,0.999899,JU2316
I,1e-5,0.999899,JU2526
I,1e-5,0.999899,MY2713
I,1e-5,0.999899,NIC265
I,1e-5,0.9999,CB4851
I,1e-5,0.9999,CB4856
I,1e-5,0.9999,CB4858
I,1e-5,0.9999,CX11262
I,1e-5,0.9999,CX11264
I,1e-5,0.9999,CX11314
I,1e-5,0.9999,ECA191
I,1e-5,0.9999,ECA252
I,1e-5,0.9999,ECA347
I,1e-5,0.9999,ECA348
I,1e-5,0.9999,ECA349
I,1e-5,0.9999,ECA363
I,1e-5,0.9999,ECA369
I,1e-5,0.9999,ECA396
I,1e-5,0.9999,ECA703
I,1e-5,0.9999,ECA705
I,1e-5,0.9999,ECA712
I,1e-5,0.9999,ECA722
I,1e-5,0.9999,ECA730
I,1e-5,0.9999,ECA732
I,1e-5,0.9999,ECA733
I,1e-5,0.9999,ECA744
I,1e-5,0.9999,ECA746
I,1e-5,0.9999,ECA760
I,1e-5,0.9999,ECA807
I,0.9999,0.9999,JU1213
I,0.9999,0.9999,JU1242
I,1e-5,0.9999,JU1249
I,1e-5,0.9999,JU1568
I,0.9999,0.9999,JU1580
I,0.9999,0.9999,JU1793
I,1e-5,0.9999,JU2257
I,1e-5,0.9999,JU2466
I,1e-5,0.9999,JU2522
I,1e-5,0.9999,JU2565
I,1e-5,0.9999,JU2581
I,1e-5,0.9999,JU2593
I,1e-5,0.9999,JU2825
I,1e-5,0.9999,JU2829
I,1e-5,0.9999,JU2866
I,0.9999,0.9999,JU3132
I,1e-5,0.9999,JU394
I,1e-5,0.9999,JU406
I,1e-5,0.9999,JU775
I,1e-5,0.9999,LKC34
I,1e-5,0.9999,LSJ1
I,1e-5,0.9999,MY18
I,1e-5,0.9999,N2
I,1e-5,0.9999,NIC261
